ranking,titulo,anio,puntaje,genero,votos,direccion,duracion,ganancias
9430,The Legend of Fong Sai-Yuk,1993,7.3,"Acción, Comedia, Histórico",6674,Corey Yuen,100,NA
9431,Bed & Board,1970,7.6,"Comedia, Drama",6671,François Truffaut,100,NA
9432,Vertige,2009,5.6,"Aventura, Horror, Suspenso",6669,Abel Ferry,90,NA
9433,Possession,2008,5.6,"Drama, Horror, Misterio",6669,Joel Bergvall,85,NA
9434,Skin Trade,2014,5.7,"Acción, Crimen, Suspenso",6668,Ekachai Uekrongtham,96,0
9435,Beneath Hill 60,2010,7.1,"Drama, Histórico, Guerra",6668,Jeremy Sims,122,NA
9436,Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,7.8,"Animación, Acción, Aventura",6668,Toshiyuki Kubooka,80,NA
9437,Still Smokin,1983,5.7,"Comedia, Música",6668,Tommy Chong,91,14.75
9438,"Les garçons et Guillaume, à table!",2013,6.7,Comedia,6668,Guillaume Gallienne,85,NA
9439,An...,2012,6.9,"Drama, Romántica",6668,Christopher Papakaliatis,111,NA
9440,84 Charing Cross Road,1987,7.5,"Biografía, Drama, Romántica",6667,David Hugh Jones,100,1.08
9441,Judwaa 2,2017,3.9,"Acción, Comedia",6662,David Dhawan,145,1.43
9442,Przypadek,1987,8,Drama,6658,Krzysztof Kieslowski,114,NA
9443,Emret Komutanim: Sah Mat,2007,1.8,"Acción, Aventura, Comedia",6658,Taner Akvardar,100,NA
9444,02:37,2006,6.9,Drama,6657,Murali K. Thalluri,95,NA
9445,Miyamoto Musashi,1954,7.6,"Acción, Aventura, Biografía",6657,Hiroshi Inagaki,93,NA
9446,The Anomaly,2014,4.7,"Acción, Ciencia Ficción, Suspenso",6656,Noel Clarke,97,NA
9447,Missing in Action 2: The Beginning,1985,5.2,"Acción, Drama, Suspenso",6654,Lance Hool,100,10.8
9448,"In weiter Ferne, so nah!",1993,7.3,"Drama, Fantasía, Romántica",6651,Wim Wenders,144,0.81
9449,Soodhu Kavvum,2013,8.4,"Comedia, Crimen, Suspenso",6651,Nalan Kumarasamy,135,NA
9450,Welcome,2009,7.6,Drama,6651,Philippe Lioret,110,0.01
9451,Handsome Devil,2016,7.1,"Comedia, Drama, Deportes",6650,John Butler,95,NA
9452,Ju Dou,1990,7.7,"Drama, Horror, Romántica",6650,Yimou Zhang,95,1.99
9453,I Was a Male War Bride,1949,7.1,"Comedia, Romántica, Guerra",6649,Howard Hawks,105,NA
9454,Paris When It Sizzles,1964,6.4,"Comedia, Romántica",6647,Richard Quine,110,NA
9455,Anastasia,1956,7.1,"Biografía, Drama, Histórico",6646,Anatole Litvak,105,NA
9456,The In-Laws,1979,7.4,"Aventura, Comedia, Crimen",6645,Arthur Hiller,103,38.2
9457,The Set-Up,1949,7.8,"Crimen, Cine negro, Deportes",6645,Robert Wise,73,NA
9458,Cherrybomb,2009,6,"Drama, Suspenso",6642,Lisa Barros D'Sa,86,NA
9459,King of the Hill,1993,7.6,"Drama, Histórico",6641,Steven Soderbergh,103,1.3
9460,Offside,2006,7.3,"Comedia, Drama, Deportes",6641,Jafar Panahi,93,0.18
9461,Matrimonio all'italiana,1964,7.5,"Comedia, Drama, Romántica",6638,Vittorio De Sica,102,NA
9462,Dügün Dernek 2: Sünnet,2015,6.6,Comedia,6638,Selçuk Aydemir,112,NA
9463,Koroshi no rakuin,1967,7.4,"Acción, Crimen, Drama",6637,Seijun Suzuki,91,NA
9464,The Wild Child,1970,7.6,Drama,6637,François Truffaut,83,0.06
9465,Max,2002,6.6,"Drama, Guerra",6636,Menno Meyjes,106,0.53
9466,The Zodiac,2005,5.4,"Crimen, Drama, Horror",6635,Alexander Bulkley,92,0.04
9467,Bushwick,2017,5.2,"Acción, Aventura",6632,Jonathan Milott,94,NA
9468,Brigadoon,1954,6.9,"Fantasía, Musical, Romántica",6631,Vincente Minnelli,108,NA
9469,Khiladi,1992,7.4,"Acción, Musical, Misterio",6631,Abbas Alibhai Burmawalla,157,NA
9470,A Star Is Born,1937,7.6,Drama,6630,William A. Wellman,111,4.36
9471,Ghost Story,1981,6.3,"Drama, Horror, Suspenso",6630,John Irvin,110,23.37
9472,Sissi,1955,7.1,"Comedia, Drama, Histórico",6627,Ernst Marischka,102,NA
9473,Female Trouble,1974,7.3,"Comedia, Crimen",6626,John Waters,89,NA
9474,Into the Grizzly Maze,2015,5.3,"Acción, Horror, Suspenso",6624,David Hackl,94,NA
9475,The Big Clock,1948,7.7,"Crimen, Drama, Cine negro",6623,John Farrow,95,NA
9476,Mac & Devin Go to High School,2012,4.5,Comedia,6621,Dylan C. Brown,75,NA
9477,Soleil rouge,1971,7,"Acción, Oeste",6620,Terence Young,112,4.84
9478,Faults,2014,6.7,"Comedia, Crimen, Drama",6619,Riley Stearns,89,NA
9479,Mogambo,1953,6.7,"Aventura, Drama, Romántica",6618,John Ford,116,NA
9480,Baaghi 2,2018,5,"Acción, Suspenso",6616,Ahmed Khan,137,1.32
9481,Frankenstein Meets the Wolf Man,1943,6.6,"Fantasía, Horror, Ciencia Ficción",6615,Roy William Neill,74,NA
9482,Gallowwalkers,2012,3.6,"Acción, Horror, Suspenso",6615,Andrew Goth,90,NA
9483,The Crowd,1928,8,"Drama, Romántica",6614,King Vidor,98,NA
9484,Tusen ganger god natt,2013,7.1,"Drama, Guerra",6612,Erik Poppe,117,0.05
9485,Indiscreet,1958,6.8,"Comedia, Romántica",6607,Stanley Donen,100,NA
9486,The Electric Horseman,1979,6.3,"Comedia, Drama, Romántica",6605,Sydney Pollack,121,61.8
9487,The Broken Hearts Club: A Romantic Comedy,2000,7,"Comedia, Drama, Romántica",6604,Greg Berlanti,94,1.74
9488,Invaders from Mars,1986,5.5,"Horror, Ciencia Ficción",6603,Tobe Hooper,100,4.88
9489,Tre uomini e una gamba,1997,7.6,Comedia,6602,Aldo Baglio,100,NA
9490,Johnson Family Vacation,2004,4.4,Comedia,6601,Christopher Erskin,97,31.18
9491,Even Cowgirls Get the Blues,1993,4.3,"Comedia, Drama, Romántica",6600,Gus Van Sant,95,1.71
9492,Citizen Ruth,1996,7,"Comedia, Drama",6600,Alexander Payne,106,0.15
9493,Deuces Wild,2002,5.6,"Acción, Crimen, Drama",6599,Scott Kalvert,96,6.04
9494,Fragments,2008,5.7,"Crimen, Drama",6593,Rowan Woods,100,NA
9495,At Any Price,2012,5.6,"Drama, Deportes, Suspenso",6592,Ramin Bahrani,105,0.38
9496,Los sin nombre,1999,5.9,"Drama, Horror, Misterio",6592,Jaume Balagueró,102,NA
9497,Golmaal Again,2017,5,"Acción, Comedia, Fantasía",6587,Rohit Shetty,140,1.01
9498,The Family Fang,2015,6.1,"Comedia, Drama, Misterio",6586,Jason Bateman,105,0.24
9499,The Veil,2016,4.8,"Horror, Suspenso",6584,Phil Joanou,93,NA
9500,For Colored Girls,2010,6,Drama,6583,Tyler Perry,133,37.72
9501,Frontera,2014,6.6,"Drama, Suspenso, Oeste",6583,Michael Berry,103,0.06
9502,Boruto: Naruto the Movie,2015,8.1,"Animación, Acción, Aventura",6581,Hiroyuki Yamashita,95,NA
9503,Where the Sidewalk Ends,1950,7.6,"Crimen, Drama, Cine negro",6580,Otto Preminger,95,NA
9504,Sarkar Raj,2008,6.8,"Crimen, Drama",6578,Ram Gopal Varma,125,1.01
9505,Beloved,1998,5.9,"Drama, Histórico, Horror",6576,Jonathan Demme,172,22.85
9506,Houseboat,1958,6.7,"Comedia, Drama, Familiar",6573,Melville Shavelson,110,NA
9507,Straight Time,1978,7.4,"Crimen, Drama",6572,Ulu Grosbard,114,9.9
9508,La pazza gioia,2016,7.3,"Comedia, Drama",6569,Paolo Virzì,118,0.11
9509,Cold Skin,2017,6,"Aventura, Horror, Ciencia Ficción",6568,Xavier Gens,108,NA
9510,Hasta la Vista,2011,7.4,"Comedia, Drama",6568,Geoffrey Enthoven,115,NA
9511,Uzumaki,2000,6.2,"Drama, Horror",6567,Higuchinsky,90,NA
9512,Lean on Pete,2017,7.2,"Aventura, Drama",6564,Andrew Haigh,121,1.16
9513,Initial D - Drift Racer,2005,6.4,"Acción, Comedia, Drama",6562,Wai-Keung Lau,107,NA
9514,Sons of the Desert,1933,7.7,Comedia,6560,William A. Seiter,68,NA
9515,Lust Stories,2018,6.6,Drama,6559,Zoya Akhtar,120,NA
9516,Jesus' Son,1999,7,Drama,6559,Alison Maclean,107,1.28
9517,The Fallen Idol,1948,7.8,"Drama, Misterio, Suspenso",6558,Carol Reed,95,0.06
9518,Ridicule,1996,7.5,"Comedia, Drama, Romántica",6557,Patrice Leconte,102,2.5
9519,Les 7 jours du talion,2010,6.5,"Crimen, Drama, Horror",6555,Daniel Grou,105,NA
9520,The Big Bang,2010,5.5,"Acción, Misterio, Suspenso",6553,Tony Krantz,101,NA
9521,The Acid House,1998,6.3,"Comedia, Drama",6551,Paul McGuigan,111,0.14
9522,Song for Marion,2012,7,"Comedia, Drama, Música",6549,Paul Andrew Williams,90,1.7
9523,Poketto monsutâ: Serebî - Toki wo koeta deai,2001,5.6,"Animación, Acción, Aventura",6548,Kunihiko Yuyama,75,1.73
9524,Kurôzu zero,2007,7.1,"Acción, Suspenso",6547,Takashi Miike,130,NA
9525,About Alex,2014,6.4,Drama,6543,Jesse Zwick,99,NA
9526,Mr. Nice,2010,6.4,"Biografía, Comedia, Crimen",6541,Bernard Rose,121,NA
9527,Come and Find Me,2016,5.7,Suspenso,6538,Zack Whedon,112,NA
9528,Do Começo ao Fim,2009,6.6,"Drama, Romántica",6537,Aluizio Abranches,94,NA
9529,Confidential Report,1955,7.4,"Crimen, Drama, Cine negro",6535,Orson Welles,93,NA
9530,Rebelle,2012,7.1,"Drama, Guerra",6535,Kim Nguyen,90,0.07
9531,Battle Beyond the Stars,1980,5.5,"Acción, Aventura, Ciencia Ficción",6533,Jimmy T. Murakami,104,NA
9532,Secuestrados,2010,6.4,"Horror, Suspenso",6533,Miguel Ángel Vivas,85,NA
9533,The Out of Towners,1970,7.1,Comedia,6532,Arthur Hiller,101,NA
9534,Gohatto,1999,6.9,"Drama, Histórico, Suspenso",6531,Nagisa Ôshima,100,0.05
9535,Somebody Up There Likes Me,1956,7.5,"Biografía, Drama, Deportes",6530,Robert Wise,113,NA
9536,Roy,2015,3.3,"Acción, Drama, Misterio",6530,Vikramjit Singh,146,NA
9537,The Yakuza,1974,7.3,"Acción, Crimen, Drama",6525,Sydney Pollack,107,NA
9538,Night of the Demons,2009,4.7,"Acción, Comedia, Horror",6521,Adam Gierasch,93,NA
9539,Supercondriaque,2014,6,Comedia,6521,Dany Boon,107,NA
9540,Tad: The Explorer,2012,5.9,"Animación, Aventura, Comedia",6520,Enrique Gato,92,NA
9541,Prityazhenie,2017,5.5,"Romántica, Ciencia Ficción",6519,Fedor Bondarchuk,117,NA
9542,Falcon Rising,2014,5.8,"Acción, Aventura",6518,Ernie Barbarash,103,0.01
9543,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,1965,7,"Aventura, Comedia, Familiar",6512,Ken Annakin,138,31.11
9544,Puli,2015,4.7,"Acción, Aventura, Fantasía",6510,Chimbudeven,155,NA
9545,Silent Night,2012,5.2,"Comedia, Horror, Misterio",6507,Steven C. Miller,94,0.01
9546,The Blue Dahlia,1946,7.2,"Crimen, Cine negro, Misterio",6507,George Marshall,96,2.7
9547,Trapped,2016,7.6,"Acción, Drama, Suspenso",6506,Vikramaditya Motwane,105,NA
9548,Into the Sun,2005,4.5,"Acción, Aventura, Suspenso",6506,mink,97,NA
9549,L'homme du train,2002,7.3,"Crimen, Drama, Suspenso",6504,Patrice Leconte,90,2.54
9550,The Spirit of St. Louis,1957,7.2,"Aventura, Biografía, Drama",6503,Billy Wilder,135,NA
9551,Bye Bye Birdie,1963,6.6,"Comedia, Musical",6503,George Sidney,112,13.13
9552,Max Keeble's Big Move,2001,5.4,"Comedia, Crimen, Familiar",6502,Tim Hill,86,17.29
9553,Real Women Have Curves,2002,7,"Comedia, Drama",6502,Patricia Cardoso,90,5.84
9554,Cobb,1994,6.5,"Biografía, Drama, Deportes",6502,Ron Shelton,128,1.01
9555,An,2015,7.3,Drama,6500,Naomi Kawase,113,0.12
9556,Daddy's Little Girls,2007,5.5,"Drama, Romántica",6497,Tyler Perry,100,31.34
9557,Khoobsurat,2014,6.5,"Comedia, Romántica",6497,Shashanka Ghosh,130,0.71
9558,No Good Deed,2002,5.5,"Acción, Crimen, Drama",6497,Bob Rafelson,103,0.18
9559,Singh Is Bliing,2015,5.4,"Acción, Comedia",6497,Prabhu Deva,141,0.92
9560,Easy Money II: Hard to Kill,2012,6.2,"Acción, Crimen, Drama",6496,Babak Najafi,99,NA
9561,Le boucher,1970,7.6,"Drama, Suspenso",6496,Claude Chabrol,93,NA
9562,Way Out West,1937,7.7,"Comedia, Familiar, Oeste",6495,James W. Horne,65,NA
9563,Bad Influence,1990,6.2,"Drama, Suspenso",6493,Curtis Hanson,99,12.63
9564,Monster a-Go Go,1965,2.3,"Horror, Ciencia Ficción",6491,Bill Rebane,70,NA
9565,Raju Ban Gaya Gentleman,1992,6.9,"Musical, Comedia, Romántica",6491,Aziz Mirza,152,NA
9566,Pari e dispari,1978,7.3,"Comedia, Crimen",6489,Sergio Corbucci,109,NA
9567,The Secret of Roan Inish,1994,7.5,"Drama, Familiar, Fantasía",6488,John Sayles,103,6.1
9568,Outrageous Fortune,1987,6.1,Comedia,6487,Arthur Hiller,99,52.86
9569,Oasiseu,2002,8,"Drama, Romántica",6485,Chang-dong Lee,133,NA
9570,De vrais mensonges,2010,6.5,"Comedia, Romántica",6483,Pierre Salvadori,105,NA
9571,Kickin' It Old Skool,2007,4.6,Comedia,6482,Harvey Glazer,108,4.5
9572,Chek law dak gung,2002,5.6,"Acción, Crimen, Drama",6480,Siu-Tung Ching,92,NA
9573,Beau travail,1999,7.4,"Drama, Guerra",6480,Claire Denis,92,0.25
9574,La sindrome di Stendhal,1996,6.1,"Horror, Misterio, Suspenso",6479,Dario Argento,120,NA
9575,Bundy,2002,5.9,"Biografía, Crimen, Drama",6476,Matthew Bright,99,0.01
9576,L'histoire d'Adèle H.,1975,7.4,"Biografía, Drama, Histórico",6476,François Truffaut,96,NA
9577,La tourneuse de pages,2006,7.1,"Drama, Música, Suspenso",6475,Denis Dercourt,85,0.21
9578,The Devil Rides Out,1968,7,Horror,6474,Terence Fisher,96,NA
9579,Small Apartments,2012,6.1,"Comedia, Crimen, Drama",6474,Jonas Åkerlund,96,NA
9580,Gotti,2018,4.9,"Biografía, Crimen, Drama",6473,Kevin Connolly,112,4.34
9581,Permanent Midnight,1998,6.3,"Biografía, Drama, Romántica",6473,David Veloz,88,1.17
9582,La caduta degli dei (Götterdämmerung),1969,7.6,"Drama, Guerra",6472,Luchino Visconti,156,NA
9583,Damage,2009,5.8,"Acción, Drama",6468,Jeff King,102,NA
9584,"Brutti, sporchi e cattivi",1976,7.8,Comedia,6466,Ettore Scola,115,0.01
9585,Les Demoiselles de Rochefort,1967,7.7,"Comedia, Drama, Musical",6465,Jacques Demy,120,0.09
9586,Dirty Love,2005,3.6,"Comedia, Romántica",6464,John Asher,91,0.06
9587,And Woman... Was Created,1956,6.3,"Drama, Romántica",6463,Roger Vadim,95,2
9588,Sluzhebnyy roman,1977,8.4,"Comedia, Drama, Romántica",6463,Eldar Ryazanov,159,NA
9589,The Paper Chase,1973,7.2,"Comedia, Drama",6462,James Bridges,113,NA
9590,Boo! A Madea Halloween,2016,4.7,"Comedia, Horror",6461,Tyler Perry,103,73.16
9591,Non si sevizia un paperino,1972,7.2,"Horror, Misterio, Suspenso",6461,Lucio Fulci,105,NA
9592,"Bright Lights, Big City",1988,5.7,Drama,6461,James Bridges,107,16.12
9593,Book of Blood,2009,5.3,"Drama, Horror, Misterio",6461,John Harrison,100,NA
9594,Gloomy Sunday - Ein Lied von Liebe und Tod,1999,7.9,"Romántica, Drama",6460,Rolf Schübel,112,0.22
9595,Broken Arrow,1950,7.2,"Drama, Romántica, Oeste",6459,Delmer Daves,93,NA
9596,Veer,2010,4.7,"Acción, Aventura, Drama",6459,Anil Sharma,169,0.5
9597,Dedication,2007,6.8,"Comedia, Drama, Romántica",6457,Justin Theroux,95,0.09
9598,X,2011,5.6,"Crimen, Drama, Suspenso",6456,Jon Hewitt,90,NA
9599,Tuntematon sotilas,1955,7.9,"Drama, Guerra",6455,Edvin Laine,177,NA
9600,Vampires: Los Muertos,2002,4.6,"Acción, Horror, Suspenso",6454,Tommy Lee Wallace,93,NA
9601,Entertainment,2014,4.7,"Acción, Comedia",6453,Sajid,140,NA
9602,The Day of the Triffids,1963,6.1,"Horror, Ciencia Ficción",6450,Steve Sekely,93,NA
9603,Mr. Majestyk,1974,6.8,"Acción, Crimen, Drama",6450,Richard Fleischer,103,NA
9604,Aloko Udapadi,2017,9.6,"Drama, Histórico",6450,Chathra Weeraman,113,NA
9605,Gun Shy,2000,5.7,"Comedia, Crimen, Romántica",6448,Eric Blakeney,101,1.63
9606,Lovely & Amazing,2001,6.9,"Comedia, Drama, Romántica",6446,Nicole Holofcener,91,4.19
9607,Save the Date,2012,5.8,"Comedia, Romántica",6443,Michael Mohan,97,0
9608,Saturday Night and Sunday Morning,1960,7.7,"Drama, Romántica",6442,Karel Reisz,89,NA
9609,Fat City,1972,7.4,"Drama, Deportes",6441,John Huston,96,NA
9610,Kill Theory,2009,5.5,"Horror, Suspenso",6440,Chris Moore,85,NA
9611,The Three Faces of Eve,1957,7.2,"Drama, Misterio",6440,Nunnally Johnson,91,NA
9612,Une nouvelle amie,2014,6.6,Drama,6437,François Ozon,108,0.13
9613,The Taming of the Shrew,1967,7.2,"Comedia, Drama, Romántica",6437,Franco Zeffirelli,122,8
9614,Nae-ga sal-in-beom-i-da,2012,7.1,"Acción, Suspenso",6437,Byung-gil Jung,119,NA
9615,The Tragedy of Othello: The Moor of Venice,1951,7.7,"Drama, Histórico, Romántica",6437,Orson Welles,90,NA
9616,Sleight,2016,5.9,"Acción, Drama, Ciencia Ficción",6434,J.D. Dillard,89,3.85
9617,Gray Matters,2006,5.8,"Comedia, Romántica",6434,Sue Kramer,96,0.06
9618,Madame Bovary,2014,5.7,Drama,6433,Sophie Barthes,118,NA
9619,Crossfire,1947,7.4,"Crimen, Drama, Cine negro",6430,Edward Dmytryk,86,1.3
9620,12 and Holding,2005,7.6,Drama,6430,Michael Cuesta,94,0.1
9621,Divines,2016,7.4,"Crimen, Drama",6429,Houda Benyamina,105,NA
9622,The Rezort,2015,5.3,"Horror, Ciencia Ficción, Suspenso",6428,Steve Barker,93,NA
9623,Welcome to Sarajevo,1997,6.8,"Drama, Guerra",6427,Michael Winterbottom,103,0.34
9624,Iron Will,1994,6.6,"Aventura, Familiar",6425,Charles Haid,108,21.01
9625,Henry Fool,1997,7.3,"Comedia, Drama",6425,Hal Hartley,137,1.34
9626,Jour de fête,1949,7.4,Comedia,6425,Jacques Tati,70,NA
9627,The Cake Eaters,2007,6.4,"Comedia, Drama, Romántica",6424,Mary Stuart Masterson,86,NA
9628,Major League: Back to the Minors,1998,4.6,"Comedia, Deportes",6424,John Warren,100,3.55
9629,Born to Be Blue,2015,6.9,"Biografía, Drama, Música",6422,Robert Budreau,97,0.83
9630,Graves End,2005,8.8,"Suspenso, Misterio",6422,James Marlowe,90,NA
9631,From Within,2008,5.7,"Horror, Misterio, Suspenso",6421,Phedon Papamichael,89,0.07
9632,Pawn,2013,5.7,"Acción, Crimen, Misterio",6421,David A. Armstrong,88,0
9633,Ichimei,2011,7.4,Drama,6419,Takashi Miike,128,0.06
9634,Camille,1936,7.5,"Drama, Romántica",6418,George Cukor,109,1.15
9635,Agent Vinod,2012,5.1,"Acción, Aventura, Suspenso",6418,Sriram Raghavan,157,0.63
9636,La mafia uccide solo d'estate,2013,7.2,"Comedia, Crimen",6417,Pif,90,0.04
9637,Two Girls and a Guy,1997,5.6,"Comedia, Drama",6416,James Toback,84,1.95
9638,Elektra Luxx,2010,5.1,"Comedia, Drama",6415,Sebastian Gutierrez,100,0.01
9639,Nevada Smith,1966,7,Oeste,6413,Henry Hathaway,128,14.17
9640,The Recall,2017,4.5,"Horror, Ciencia Ficción, Suspenso",6412,Mauro Borrelli,90,1.32
9641,Still Life,2013,7.4,Drama,6411,Uberto Pasolini,92,NA
9642,Tesis sobre un homicidio,2013,6.3,"Crimen, Misterio, Suspenso",6411,Hernán Goldfrid,106,NA
9643,Valerie a týden divu,1970,7.2,"Aventura, Drama, Fantasía",6410,Jaromil Jires,77,NA
9644,The Thing Called Love,1993,6.3,"Comedia, Drama, Música",6409,Peter Bogdanovich,116,1.03
9645,Gojira ni-sen mireniamu,1999,6.1,"Acción, Aventura, Drama",6406,Takao Okawara,99,10.04
9646,Valley of the Dolls,1967,5.9,"Drama, Música, Romántica",6404,Mark Robson,123,44.43
9647,Prefontaine,1997,6.8,"Biografía, Drama, Romántica",6404,Steve James,106,0.53
9648,Bairavaa,2017,6.2,Acción,6402,Bharathan,169,NA
9649,The Young Lions,1958,7.3,"Acción, Drama, Guerra",6398,Edward Dmytryk,167,9.96
9650,Surviving Picasso,1996,6.4,"Biografía, Drama, Romántica",6398,James Ivory,125,2
9651,10 Rillington Place,1971,7.6,"Biografía, Crimen, Drama",6397,Richard Fleischer,111,NA
9652,Arthur and Mike,2012,5.7,Drama,6397,Dante Ariola,93,NA
9653,Doragon bôru Z: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru,1995,7.6,"Animación, Acción, Ciencia Ficción",6397,Mitsuo Hashimoto,52,NA
9654,Socha Na Tha,2005,7.5,"Romántica, Comedia",6397,Imtiaz Ali,137,NA
9655,The Living Dead,1974,6.9,Horror,6392,Jorge Grau,93,NA
9656,Ilsa: She Wolf of the SS,1975,5.2,"Drama, Horror, Suspenso",6391,Don Edmonds,96,NA
9657,Housefull 3,2016,5.2,"Acción, Comedia",6391,Sajid,140,1.16
9658,Falstaff (Chimes at Midnight),1965,7.9,"Comedia, Drama, Histórico",6391,Orson Welles,113,0.12
9659,Matewan,1987,7.9,"Drama, Histórico",6390,John Sayles,135,1.68
9660,Caveman,1981,5.8,"Comedia, Romántica",6385,Carl Gottlieb,91,15.97
9661,Little Odessa,1994,6.8,"Crimen, Drama",6384,James Gray,98,1.1
9662,Queen Christina,1933,7.8,"Biografía, Drama, Histórico",6382,Rouben Mamoulian,99,0.77
9663,Mavi Boncuk,1974,7.9,"Comedia, Crimen, Drama",6382,Ertem Egilmez,79,NA
9664,A fost sau n-a fost?,2006,7.4,"Comedia, Drama",6381,Corneliu Porumboiu,89,0.09
9665,Loverboy,1989,6,Comedia,6380,Joan Micklin Silver,98,3.96
9666,Learning to Drive,2014,6.4,"Comedia, Drama, Romántica",6380,Isabel Coixet,90,3.45
9667,Dad's Army,2016,5.2,"Comedia, Guerra",6375,Oliver Parker,100,NA
9668,Rolling Thunder,1977,7,"Acción, Drama, Crimen",6374,John Flynn,95,NA
9669,I Capture the Castle,2003,7,"Drama, Romántica",6374,Tim Fywell,113,1.17
9670,Jem and the Holograms,2015,4.2,"Aventura, Drama, Familiar",6372,Jon M. Chu,118,2.18
9671,Dolan's Cadillac,2009,5.7,"Crimen, Suspenso",6372,Jeff Beesley,89,NA
9672,Home,2014,4.8,Horror,6368,Nicholas McCarthy,91,NA
9673,Simon Sez,1999,2.5,"Acción, Comedia",6368,Kevin Alyn Elders,85,0.29
9674,Herbie Rides Again,1974,5.6,"Comedia, Familiar, Fantasía",6364,Robert Stevenson,88,38.23
9675,Bee Season,2005,5.5,Drama,6363,Scott McGehee,104,1.18
9676,Young Mr. Lincoln,1939,7.6,"Biografía, Drama",6362,John Ford,100,NA
9677,Below Her Mouth,2016,5.5,"Drama, Romántica",6361,April Mullen,94,NA
9678,Dedh Ishqiya,2014,7.1,"Comedia, Drama, Romántica",6360,Abhishek Chaubey,152,NA
9679,Blind,2014,6.9,Drama,6358,Eskil Vogt,96,NA
9680,Bunny Lake Is Missing,1965,7.3,"Misterio, Suspenso",6356,Otto Preminger,107,NA
9681,Un flic,1972,7.1,"Crimen, Suspenso",6354,Jean-Pierre Melville,98,0.05
9682,Accattone,1961,7.8,Drama,6354,Pier Paolo Pasolini,117,NA
